Name,Worth,Age,Country,Self Made,Dropped Out,Bachelors Degree,Masters Degree,MBA1,phd,professional_degree,Other Degrees,Joining Year,No Of Times On List,No Of Times Left,No Of Comebacks,Longest Time Away,Sector,Gender1,Detail1,Detail2,Number Of Degress,Presence On List,Continent/Region,last_year_on_list,last_off_list,founding_year,relation,Cluster,Age at start
William Cook,3.2,79,United States,Y,N,Y,N,N,N,N,N,2007,5,1,0,0,Health care,male,"medical devices, Self Made","Bachelor of Arts / Science, Northwestern University",1,0.45,North America,2011,2012,1963,Founder,The Ghost,32
Leslie Wexner,3.2,77,United States,Y,N,Y,N,N,N,N,N,2007,9,1,0,0,Retail,male,"retail, Self Made","Bachelor of Arts / Science, Ohio State University",1,0.82,North America,2015,2016,,,The Hustler,
Richard Schulze,3.2,76,United States,Y,N,N,N,N,N,N,N,2007,11,0,0,0,Fashion and Retail,male,"Best Buy, Self Made","Diploma, High School",1,1,North America,2017,,,,The Consistent,
Ronald Lauder,3.2,73,United States,N,N,Y,N,N,N,N,N,2007,11,0,0,0,Fashion and Retail,male,Estee Lauder,"Bachelor of Arts / Science, University of Pennsylvania Wharton School",1,1,North America,2017,,1946,Relation,The Consistent,
Ye Chenghai,3.2,73,Hong Kong,Y,N,Y,N,N,N,N,N,2010,8,0,0,0,Health care,male,"pharmaceuticals, Self Made","Bachelor of Arts / Science, Renmin University of China",1,1,Asia,2017,,1998,Chairman,The Consistent,
Jorge Moll Filho,3.2,72,Brazil,Y,N,N,Y,N,N,N,N,2014,4,0,0,0,Health care,male,"hospitals, Self Made","Masters of Public Health, Universidade Federal do Rio de Janeiro",1,1,South America,2017,,1977,,The Consistent,33
Jack & Laura Dangermond,3.2,71,United States,Y,N,Y,Y,N,N,N,N,2017,1,0,0,0,Software,family,"mapping software, Self Made","Bachelor of Arts / Science, California State Polytechnical University; Master of Science, University of Minnesota; Master of Science, Harvard University",3,1,North America,2017,,1969,,The Newbie,24
Bennett Dorrance,3.2,71,United States,N,N,Y,N,N,N,N,N,2007,11,0,0,0,Food and Beverage,male,Campbell Soup,"Bachelor of Arts / Science, University of Arizona",1,1,North America,2017,,1869,,The Consistent,
Patrizio Bertelli,3.2,71,Italy,Y,N,N,N,Y,N,N,N,2012,6,0,0,0,Fashion and Retail,male,"luxury goods, Self Made","Master of Business Administration, University of Florence",1,1,Europe,2017,,1913,,The Consistent,
Fernando Roberto Moreira Salles,3.2,70,Brazil,N,N,Y,N,N,N,N,N,2011,6,1,1,1,Diversified,male,"banking, minerals","Bachelor of Arts / Science, Fundacao Getulio Vargas",1,0.86,South America,2017,2013,,Relation,The Consistent,
Lottie Tham,3.2,67,Sweden,N,N,N,N,N,N,N,N,2015,3,0,0,0,Fashion and Retail,female,H&amp;M,NA,0,1,Europe,2017,,,,The Newbie,
Miuccia Prada,3.2,67,Italy,N,N,N,N,N,Y,N,N,2012,6,0,0,0,Fashion and Retail,female,luxury goods,"Doctorate, University of Milan; Doctorate in Pedagogical Sciences, University of Milan",2,1,Europe,2017,,1913,Relation,The Consistent,
Thomas Pritzker,3.2,66,United States,N,N,Y,N,Y,Y,Y,N,2007,11,0,0,0,Real Estate,male,"hotels, investments","Bachelor of Arts / Science, Claremont McKenna College; Master of Business Administration, University of Chicago; Doctor of Jurisprudence, University of Chicago",3,1,North America,2017,,1957,Relation,The Consistent,
Anil Agarwal,3.2,63,India,Y,N,N,N,N,N,N,N,2007,11,0,0,0,Metals and Mining,male,"mining, metals, Self Made",NA,0,1,Asia,2017,,,Founder,The Consistent,
Michael Moritz,3.2,62,United States,Y,N,Y,N,Y,N,N,N,2008,9,1,1,1,Investments,male,"venture capital, Self Made","Bachelor of Arts / Science, Christ Church, Oxford University; Master of Business Administration, Wharton School",2,0.9,North America,2017,2009,1972,Partner,The Consistent,
Walther Moreira Salles Junior,3.2,61,Brazil,N,N,Y,N,N,N,N,N,2011,6,1,1,1,Finance,male,"banking, minerals","Bachelor of Arts / Science, University of Southern California",1,0.86,South America,2017,2013,1926,Relation,The Consistent,
Pedro Moreira Salles,3.2,57,Brazil,N,N,Y,N,N,N,N,N,2011,6,1,1,1,Diversified,male,"banking, minerals","Bachelor of Arts / Science, University of California, Los Angeles",1,0.86,South America,2017,2013,,Relation,The Consistent,
Daniel Och,3.2,56,United States,Y,N,Y,N,N,N,N,N,2008,10,0,0,0,Finance,male,"hedge funds, Self Made","Bachelor of Arts / Science, University of Pennsylvania Wharton School",1,1,North America,2017,,,Founder,The Consistent,
Chey Tae-Won,3.2,56,South Korea,N,N,Y,Y,N,N,N,N,2010,8,0,0,0,Diversified,male,"IT, telecom","Bachelor of Arts / Science, Korea University; Master of Science, University of Chicago",2,1,Asia,2017,,,Chairman,The Consistent,
Joao Moreira Salles,3.2,55,Brazil,N,N,N,N,N,N,N,N,2011,6,1,1,1,Diversified,male,"banking, minerals",NA,0,0.86,South America,2017,2013,,Relation,The Consistent,
Zhang Xin,3.2,51,China,Y,N,Y,Y,N,N,N,N,2008,10,0,0,0,Real Estate,female,"real estate, Self Made","Master of Arts, Cambridge University; Bachelor of Arts / Science, University of Sussex",2,1,Asia,2017,,1995,,The Consistent,30
Jiang Bin,3.2,50,China,Y,N,Y,N,Y,N,N,N,2011,7,0,0,0,Technology,male,"acoustic components, Self Made","Bachelor of Arts / Science, Beijing University of Aeronautics and Astronautics; Master of Business Administration, Tsinghua University",2,1,Asia,2017,,2001,Founder,The Consistent,35
Nie Tengyun,3.2,41,China,Y,N,N,N,N,N,N,N,2017,1,0,0,0,Logistics,male,"logistics, Self Made",NA,0,1,Asia,2017,,1998,,The Newbie,23
Piero Solari Donaggio,3.1,NA,Chile,N,N,N,N,N,N,N,N,2013,1,1,0,0,Retail,male,retail,NA,0,0.2,South America,2013,2014,,,The Ghost,
Andrew & Peggy Cherng,3.1,-,United States,Y,N,N,Y,N,N,N,N,2013,5,0,0,0,Food and Beverage,family,"restaurants, Self Made","Master of Arts, University of Missouri; Ph.D, University of Missouri",2,1,North America,2017,,,,The Consistent,
David Consunji,3.1,95,Philippines,Y,N,N,N,N,N,N,N,2013,5,0,0,0,Construction and Engineering,male,"construction, Self Made",NA,0,1,Asia,2017,,1954,,The Consistent,33
Stephen Bechtel,3.1,91,United States,N,N,Y,N,Y,N,N,N,2007,11,0,0,0,Construction and Engineering,male,"engineering, construction","Bachelor of Arts / Science, Purdue University; Master of Business Administration, Stanford University",2,1,North America,2017,,1898,Relation,The Consistent,
Sergio Mantegazza,3.1,89,Switzerland,Y,N,N,N,N,N,N,N,2007,11,0,0,0,Service,male,"travel, Self Made",NA,0,1,Europe,2017,,1928,Relation,The Consistent,
Ronald McAulay,3.1,81,Hong Kong,N,N,N,Y,N,N,N,N,2007,4,1,1,7,Energy,male,energy,"Master of Arts, University of Glasgow",1,0.36,Asia,2017,2008,,,The Hustler,
Chaleo Yoovidhya,3.1,80,Thailand,Y,N,N,N,N,N,N,N,2007,6,1,0,0,Food and Beverage,male,"Drinks, Self Made",NA,0,0.55,Asia,2012,2013,,,The Ghost,
Edgar Bronfman Sr,3.1,80,United States,N,N,Y,N,N,N,N,N,2007,4,1,0,0,Food and Beverage,male,Seagram's liquor,"Bachelor of Arts / Science, McGill University",1,0.36,North America,2010,2011,,,The Ghost,
Khalid Bin Mahfouz,3.1,80,Saudi Arabia,N,N,N,N,N,N,N,N,2007,3,1,0,0,Investments,male,NA,NA,0,0.27,Middle East,2009,2010,1953,Relation,The Ghost,
Lynn Schusterman,3.1,78,United States,N,Y,N,N,N,N,N,N,2008,10,0,0,0,Energy,female,"oil &amp; gas, investments","Drop Out, University of Miami",0,1,North America,2017,,,,The Consistent,
Marc Ladreit de Lacharriere,3.1,76,France,Y,N,N,N,N,N,N,N,2007,10,1,1,1,Finance,male,"finance, Self Made",NA,0,0.91,Europe,2017,2009,1991,Founder/Ceo,The Consistent,51
Nadhmi Auchi,3.1,76,United Kingdom,Y,N,N,N,N,N,N,N,2007,8,1,0,0,Real Estate,male,"real estate, Self Made",NA,0,0.73,Europe,2014,2015,,Founder,The Hustler,
John Paul DeJoria,3.1,73,United States,Y,N,N,N,N,N,N,N,2009,9,0,0,0,Fashion and Retail,male,"hair products, tequila, Self Made","Diploma, High School",1,1,North America,2017,,,Founder,The Consistent,
Issad Rebrab,3.1,73,Algeria,Y,N,N,N,N,N,N,N,2014,4,0,0,0,Food and Beverage,male,"food, Self Made",NA,0,1,Africa,2017,,,,The Consistent,
Julio Ponce Lerou,3.1,71,Chile,Y,N,N,N,N,N,N,N,2014,4,0,0,0,Manufacturing,male,"fertilizer, Self Made",NA,0,1,South America,2017,,,,The Consistent,
Andreas Struengmann,3.1,67,Germany,Y,N,N,N,N,Y,Y,N,2007,11,0,0,0,Health care,male,"pharmaceuticals, Self Made","Medical Doctor, University at Buffalo",1,1,Europe,2017,,1986,,The Consistent,37
Rossana Camargo de Arruda Botelho,3.1,67,Brazil,N,N,Y,N,N,N,N,N,2014,4,0,0,0,Construction and Engineering,female,construction,"Bachelor of Arts / Economics, Universidade Presbiteriana Mackenzie",1,1,South America,2017,,1939,Relation,The Consistent,
Thomas Struengmann,3.1,67,Germany,Y,N,N,N,Y,N,N,N,2007,11,0,0,0,Health care,male,"pharmaceuticals, Self Made","Master of Business Administration, University of Augsburg; Master of Business Administration, University of Augsburg",2,1,Europe,2017,,1986,Founder,The Consistent,37
Renata de Camargo Nascimento,3.1,66,Brazil,N,N,Y,N,N,N,N,N,2014,4,0,0,0,Construction and Engineering,female,construction,"Bachelor of Arts / Economics, Universidade Presbiteriana Mackenzie",1,1,South America,2017,,1939,,The Consistent,
Riley Bechtel,3.1,65,United States,N,N,Y,N,Y,Y,Y,N,2007,11,0,0,0,Construction and Engineering,male,"engineering, construction","Bachelor of Arts / Science, University of Calif Davis; Master of Business Administration, Stanford University; Doctor of Jurisprudence, Stanford University",3,1,North America,2017,,,Relation And Chairman,The Consistent,
Pawan Munjal,3.1,63,India,N,N,N,N,N,N,N,N,2017,1,0,0,0,Automotive,male,motorcycles,NA,0,1,Asia,2017,,,,The Newbie,
Regina de Camargo Pires Oliveira Dias,3.1,63,Brazil,N,N,N,N,N,N,N,N,2014,4,0,0,0,Construction and Engineering,female,construction,NA,0,1,South America,2017,,1939,,The Consistent,
Viatcheslav Kantor,3.1,63,Russia,Y,N,N,N,N,Y,N,N,2016,2,0,0,0,Manufacturing,male,"fertilizer, real estate, Self Made","Ph.D, Moscow Aviation University",1,1,Europe,2017,,,,The Newbie,
Idan Ofer,3.1,61,Israel,N,N,N,N,N,N,N,N,2012,6,0,0,0,Diversified,male,"drilling, shipping",NA,0,1,Middle East,2017,,,,The Consistent,
Daniel Tsai,3.1,60,Taiwan,N,N,N,N,N,Y,N,N,2015,3,0,0,0,Finance,male,finance,"LLM, Georgetown University; LLB, National Taiwan University",2,1,Asia,2017,,,,The Newbie,
Yang Kai,3.1,60,China,Y,N,N,N,N,N,N,N,2014,4,0,0,0,Food and Beverage,male,"dairy products, Self Made",NA,0,1,Asia,2017,,1951,,The Consistent,
Richard Tsai,3.1,59,Taiwan,N,N,N,N,Y,N,N,N,2015,3,0,0,0,Finance,male,finance,"Graduate, National Taiwan University; Master of Business Administration, Leonard N. Stern School of Business",2,1,Asia,2017,,,,The Newbie,
Andreas Halvorsen,3.1,55,Norway,Y,N,Y,N,Y,N,N,N,2013,5,0,0,0,Finance,male,"hedge funds, Self Made","Master of Business Administration, Stanford Graduate School of Business; Bachelor of Arts / Science, Williams College",2,1,Europe,2017,,1999,Founder/Ceo,The Consistent,38
Liu Zhongtian,3.1,53,China,Y,N,N,N,N,N,N,Y,2010,8,0,0,0,Manufacturing,male,"aluminum products, Self Made","Diploma, Liaoning Radio and TV University",1,1,Asia,2017,,1993,Founder/Chairman,The Consistent,30
Reid Hoffman,3.1,49,United States,Y,N,Y,Y,N,N,N,N,2012,6,0,0,0,Software,male,"LinkedIn, Self Made","Bachelor of Arts / Science, Stanford University; Master of Science, Oxford University",2,1,North America,2017,,2002,,The Consistent,35
Simon Xie,3.1,47,China,Y,N,N,N,N,N,N,N,2015,3,0,0,0,Software,male,"online payment service, Self Made",NA,0,1,Asia,2017,,,,The Newbie,
Teddy Sagi,3.1,45,Israel,Y,N,N,N,N,N,N,N,2011,7,0,0,0,Gaming,male,"gambling software, Self Made",NA,0,1,Middle East,2017,,,,The Consistent,
God Nisanov,3.1,44,Russia,Y,N,N,N,N,N,N,Y,2011,7,0,0,0,Real Estate,male,"real estate, Self Made","Diploma, Baku Institute of Law",1,1,Europe,2017,,,,The Consistent,
Isabel dos Santos,3.1,43,Angola,N,N,Y,N,N,N,N,N,2013,5,0,0,0,Investments,female,investments,"Bachelor of Arts / Science, King's College London",1,1,Africa,2017,,1997,Founder,The Consistent,24
Yusaku Maezawa,3.1,41,Japan,Y,N,N,N,N,N,N,N,2011,6,1,1,1,Technology,male,"online retail, Self Made",NA,0,0.86,Asia,2017,2013,2004,,The Consistent,29
Erwin Franz Mueller,3,84,Germany,Y,N,N,N,N,N,N,N,2014,4,0,0,0,Retail,male,"drug stores, Self Made",NA,0,1,Europe,2017,,,,The Consistent,
Tsai Wan-tsai,3,84,Taiwan,Y,N,N,N,N,N,N,N,2007,8,1,0,0,Finance,male,"finance, Self Made",NA,0,0.73,Asia,2014,2015,1961,Founder,The Hustler,32
Maurice Greenberg,3,82,United States,N,N,N,N,N,N,N,N,2007,2,1,0,0,Investments,male,NA,NA,0,0.18,North America,2008,2009,1919,Chairman And Ceo,The Ghost,
Kenneth Langone,3,81,United States,Y,N,Y,N,Y,N,N,N,2007,9,1,1,2,Investments,male,"investments, Self Made","Bachelor of Arts / Science, Bucknell University; Master of Business Administration, Leonard N. Stern School of Business",2,0.82,North America,2017,2008,1979,Founder,The Hustler,44
James Leprino,3,79,United States,N,N,N,N,N,N,N,N,2007,11,0,0,0,Food and Beverage,male,cheese,NA,0,1,North America,2017,,1950,,The Consistent,
Indu Jain,3,79,India,N,N,N,N,N,N,N,N,2007,10,1,0,0,Media,female,media,NA,0,0.91,Asia,2016,2017,,Relation,The Consistent,
Antonio Del Valle Ruiz,3,78,Mexico,Y,N,N,N,N,N,N,N,2014,4,0,0,0,Manufacturing,male,"chemicals, Self Made",NA,0,1,South America,2017,,1998,Honorary President For Life,The Consistent,
Samuel Tak Lee,3,78,Hong Kong,N,N,Y,N,Y,N,N,N,2014,4,0,0,0,Real Estate,male,real estate,"Bachelor of Arts / Science, Massachusetts Institute of Technology; Master of Business Administration, Harvard Business School",2,1,Asia,2017,,1958,Relation,The Consistent,
Patrick McGovern,3,76,United States,Y,N,Y,N,N,N,N,N,2007,8,1,0,0,Media,male,"media, Self Made","Bachelor of Arts / Science, Massachusetts Institute of Technology",1,0.73,North America,2014,2015,1964,Founder,The Hustler,27
Tom Golisano,3,75,United States,Y,N,Y,N,N,N,N,N,2011,7,0,0,0,Service,male,"payroll services, Self Made","Associate in Arts / Science, SUNY Tech Alfred",1,1,North America,2017,,1971,,The Consistent,30
B.R. Shetty,3,75,India,Y,N,N,N,N,N,N,N,2014,4,0,0,0,Construction and Engineering,male,"healthcare, Self Made",NA,0,1,Asia,2017,,1975,,The Consistent,34
Bernard (Barry) Sherman,3,75,Canada,Y,N,Y,Y,N,Y,N,N,2007,11,0,0,0,Health care,male,"pharmaceuticals, Self Made","Bachelor of Science in Engineering, University of Toronto; Doctorate, Massachusetts Institute of Technology; Master of Science, Massachusetts Institute of Technology",3,1,North America,2017,,1959,Relation,The Consistent,
Allan Goldman,3,74,United States,N,N,N,N,N,N,N,N,2017,1,0,0,0,Real Estate,male,real estate,NA,0,1,North America,2017,,,,The Newbie,
Leon G. Cooperman,3,73,United States,Y,N,Y,N,Y,N,N,N,2008,10,0,0,0,Finance,male,"hedge funds, Self Made","Bachelor of Arts / Science, Hunter College; Master of Business Administration, Columbia Business School",2,1,North America,2017,,1991,Founder,The Consistent,48
Akio Nitori,3,73,Japan,Y,N,N,N,N,N,N,N,2011,7,0,0,0,Retail,male,"home furnishings, Self Made",NA,0,1,Asia,2017,,,,The Consistent,
Haim Saban,3,72,United States,Y,N,N,N,N,N,N,N,2007,11,0,0,0,Media,male,"TV network, investments, Self Made","Diploma, High School",1,1,North America,2017,,1988,Founder,The Consistent,44
Husnu Ozyegin,3,72,Turkey,Y,N,Y,N,Y,N,N,N,2007,11,0,0,0,Finance,male,"finance, diversified, Self Made","Bachelor of Arts / Science, Oregon State University; Master of Business Administration, Harvard University",2,1,Middle East,2017,,,,The Consistent,
Edward Bass,3,71,United States,N,N,Y,N,N,N,N,N,2007,11,0,0,0,Energy,male,"oil, investments","Bachelor of Arts / Science, Yale University",1,1,North America,2017,,1919,Relation,The Consistent,
Diane Kemper,3,71,United States,N,N,N,N,N,N,N,N,2017,1,0,0,0,Real Estate,female,real estate,NA,0,1,North America,2017,,,,The Newbie,
Romesh T. Wadhwani,3,69,United States,Y,N,Y,Y,N,Y,N,N,2010,8,0,0,0,Software,male,"software, Self Made","Doctorate, Carnegie Mellon University; Bachelor of Arts / Science, Indian Institute of Technology, Bombay; Master of Science, Carnegie Mellon University",3,1,North America,2017,,2002,,The Consistent,55
Howard Schultz,3,63,United States,Y,N,Y,N,N,N,N,N,2007,7,1,1,4,Food and Beverage,male,"Starbucks, Self Made","Bachelor of Arts / Science, Northern Michigan University",1,0.64,North America,2017,2008,1971,,The Hustler,18
Oprah Winfrey,3,63,United States,Y,N,Y,N,N,N,N,N,2007,11,0,0,0,Media,female,"TV shows, Self Made","Bachelor of Arts / Science, Tennessee State University",1,1,North America,2017,,,Founder,The Consistent,
Amy Goldman Fowler,3,62,United States,N,N,N,N,N,N,N,N,2017,1,0,0,0,Real Estate,female,real estate,NA,0,1,North America,2017,,,,The Newbie,
Jane Goldman,3,61,United States,N,N,N,N,N,N,N,N,2017,1,0,0,0,Real Estate,female,real estate,NA,0,1,North America,2017,,,,The Newbie,
Andrew Currie,3,61,United Kingdom,Y,N,Y,N,N,N,N,N,2016,2,0,0,0,Manufacturing,male,"chemicals, Self Made","Bachelor of Arts / Science, Cambridge University",1,1,Europe,2017,,,,The Newbie,
Renzo Rosso,3,61,Italy,Y,Y,N,N,N,N,N,N,2013,5,0,0,0,Fashion and Retail,male,"fashion, Self Made","Drop Out, Universita di Padua",0,1,Europe,2017,,1978,,The Consistent,23
John Reece,3,60,United Kingdom,Y,N,Y,N,N,N,N,N,2016,2,0,0,0,Manufacturing,male,"chemicals, Self Made","Bachelor of Arts / Science, Cambridge University",1,1,Europe,2017,,,,The Newbie,
Henry Nicholas,3,57,United States,Y,N,Y,Y,N,Y,N,N,2007,11,0,0,0,Technology,male,"semiconductors, Self Made","Bachelor of Arts / Science, University of California, Los Angeles; Doctorate, University of California, Los Angeles; Master of Science, University of California, Los Angeles",3,1,North America,2017,,1991,Founder,The Consistent,32
Alexander Ponomarenko,3,52,Russia,Y,N,Y,Y,N,N,N,N,2008,9,1,1,1,Logistics,male,"ports, Self Made","Bachelor of Arts / Science, Simferopol State University; Master of Science, Russian State Academy of Management",2,0.9,Europe,2017,2009,1957,,The Consistent,
Clifford Asness,3,50,United States,Y,N,Y,N,Y,Y,N,N,2017,1,0,0,0,Finance,male,"hedge funds, Self Made","Bachelor of Arts / Science, University of Pennsylvania Wharton School; Bachelor of Arts / Science, University of Pennsylvania; Master of Business Administration, University of Chicago; Doctorate, University of Chicago",4,1,North America,2017,,,,The Newbie,
Xiao Wenge,3,50,China,Y,N,N,N,N,N,N,N,2015,3,0,0,0,Media,male,"entertainment, Self Made",NA,0,1,Asia,2017,,,,The Newbie,
Zarakh Iliev,3,50,Russia,Y,N,N,N,N,N,N,N,2011,7,0,0,0,Real Estate,male,"real estate, Self Made",NA,0,1,Europe,2017,,,Founder,The Consistent,
Alexander Skorobogatko,3,49,Russia,Y,N,N,Y,N,N,N,N,2008,9,1,1,1,Logistics,male,"ports, Self Made","Master of Science, Plekhanov Russian University of Economics",1,0.9,Europe,2017,2009,1958,Chairman,The Consistent,
James Packer,3,49,Australia,N,N,N,N,N,N,N,N,2007,11,0,0,0,Diversified,male,casinos,NA,0,1,Oceania,2017,,1936,Relation,The Consistent,
Jacky Xu,3,45,St. Kitts and Nevis,Y,N,N,N,N,N,N,N,2012,5,1,1,1,Fashion and Retail,male,"apparel, Self Made",NA,0,0.83,North America,2017,2016,1999,,The Consistent,28
John Arnold,3,43,United States,Y,N,Y,N,N,N,N,N,2008,10,0,0,0,Finance,male,"hedge funds, Self Made","Bachelor of Arts / Science, Vanderbilt University",1,1,North America,2017,,2003,Founder,The Consistent,30
Robert Pera,3,39,United States,Y,N,Y,Y,N,N,N,N,2012,5,1,1,1,Technology,male,"wireless networking gear, Self Made","Bachelor of Arts / Science, University of California, San Diego; Master of Science, University of California, San Diego",2,0.83,North America,2017,2013,2005,Founder,The Consistent,28
Meisong Lai,2.9,-,China,N,N,N,N,N,N,N,N,2017,1,0,0,0,Logistics,male,"Shanghai, China",NA,0,1,Asia,2017,,,,The Newbie,
Bernard Ecclestone,2.9,86,United Kingdom,Y,N,N,N,N,N,N,N,2007,11,0,0,0,Sports,male,"Formula One, Self Made",NA,0,1,Europe,2017,,1974,,The Consistent,44
Herbert Louis,2.9,86,United States,N,N,N,N,N,N,N,N,2014,2,1,0,0,Retail,male,cleaning products,NA,0,0.5,North America,2015,2016,1886,Relation,The Hustler,
Miloud Chaabi,2.9,86,Morocco,Y,N,N,N,N,N,N,N,2012,4,1,0,0,Diversified,male,"diversified, Self Made",NA,0,0.67,Africa,2015,2016,1948,Founder,The Hustler,20
Juan-Miguel Villar Mir,2.9,85,Spain,Y,N,N,N,N,N,N,N,2013,5,0,0,0,Construction and Engineering,male,"construction, Self Made",NA,0,1,Europe,2017,,1911,Chairman And Ceo,The Consistent,
Josephine Louis,2.9,84,United States,N,N,N,N,N,N,N,N,2014,2,1,0,0,Retail,female,cleaning products,NA,0,0.5,North America,2015,2016,1886,,The Hustler,
Mortimer Zuckerman,2.9,79,United States,Y,N,Y,N,Y,N,N,N,2007,11,0,0,0,Real Estate,male,"real estate, media, Self Made","Bachelor of Arts / Science, McGill University; LLM, Harvard University; Master of Business Administration, Wharton School",3,1,North America,2017,,,Founder,The Consistent,
Moise Safra,2.9,79,Brazil,Y,N,N,N,N,N,N,N,2007,8,1,0,0,Finance,male,"banking, Self Made",NA,0,0.73,South America,2014,2015,1955,Founder,The Hustler,21
Jean Pierre Cayard,2.9,74,France,N,N,N,N,N,N,N,N,2014,4,0,0,0,Food and Beverage,male,spirits,NA,0,1,Europe,2017,,1936,Relation,The Consistent,
Kieu Hoang,2.9,72,United States,Y,N,N,N,N,N,N,N,2016,2,0,0,0,Health care,male,"medical products, Self Made",NA,0,1,North America,2017,,,,The Newbie,
Jason Chang,2.9,72,Singapore,Y,N,Y,N,N,N,N,N,2012,6,0,0,0,Technology,male,"electronics, Self Made","Bachelor of Arts / Science, National Taiwan University",1,1,Asia,2017,,1984,,The Consistent,40
Anthony Bamford,2.9,71,United Kingdom,N,N,Y,N,N,N,N,N,2012,6,0,0,0,Construction and Engineering,male,construction equipment,"Bachelor of Arts / Science, Grenoble University",1,1,Europe,2017,,,Relation,The Consistent,
