Name_updated,Name,Not Available,Citizenship,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,joining_year,no_of_times_on_list,no_of_times_left,no_of_comebacks,longest_time_away,Sector
Antony Ressler,Antony Ressler,,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Antti Aarnio-Wihuri,Antti Aarnio-Wihuri,,Finland,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Antti Herlin,Antti Herlin,420,Finland,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,Non-consumer industrial
Anu Aga,Anu Aga,,India,NA,X,NA,NA,X,NA,NA,NA,X,NA,NA,2008,3,3,2,3,#N/A
Anurag Dikshit,Anurag Dikshit,,India,X,X,X,NA,NA,NA,NA,NA,NA,NA,NA,2007,3,1,0,0,#N/A
Ao Xiaoqiang,Ao Xiaoqiang,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Aras Agalarov,Aras Agalarov,,Russia,NA,X,NA,X,X,X,X,X,X,X,X,2008,9,1,1,1,Real Estate
"Archie Aldis ""Red"" Emmerson",Archie Aldis Emmerson,185,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Mining and metals
Archie Hwang,Archie Hwang,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Aristotelis Mistakidis,Aristotelis Mistakidis,421,Greece,NA,NA,NA,NA,NA,X,X,X,X,NA,X,2012,5,1,1,1,Mining and metals
Arkady Rotenberg,Arkady Rotenberg,422,Russia,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,Constrution
Arkady Volozh,Arkady Volozh,,Russia,NA,NA,NA,NA,NA,NA,X,X,NA,NA,X,2013,3,1,1,2,Technology-Computer
Arne Wilhelmsen & family,Arne Wilhelmsen,423,Norway,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,"Retail, Restaurant"
Arnold Clark,Arnold Clark,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Arnon Milchan,Arnon Milchan,424,Israel,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Media
Arthur Blank,Arthur Blank,215,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,"Retail, Restaurant"
Arthur Irving,Arthur Irving,425,Canada,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Energy
Arthur Rock,Arthur Rock,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,Venture Capital
Arthur Williams Jr,Arthur Williams Jr,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,Hedge funds
Arturo Moreno,Arturo Moreno,354,United States,X,X,NA,X,X,NA,X,X,X,X,X,2007,9,2,2,1,Real Estate
Arvind Tiku,Arvind Tiku,,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Arzuhan Dogan Yalcindag,Arzuhan Dogan Yalcindag,,Turkey,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,#N/A
Ashwin Dani,Ashwin Dani,426,India,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,Consumer
Asim Kibar,Asim Kibar,,Turkey,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,#N/A
Asok Kumar Hiranandani,Asok Kumar Hiranandani,,Singapore,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Real Estate
Aubrey McClendon,Aubrey McClendon,,United States,X,X,NA,X,X,X,NA,NA,NA,NA,NA,2007,5,2,1,1,#N/A
August Oetker,August Oetker,,Germany,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Consumer
August von Finck,August von Finck,427,Germany,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Money Management
Augusto & Giorgio Perfetti,Augusto & Giorgio Perfetti,428,Italy,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Consumer
"Austen Cargill, II.","Austen Cargill, II.",164,United States,NA,NA,X,X,X,X,X,X,X,X,X,2009,9,0,0,0,Money Management
Austin Hearst,Austin Hearst,,United States,X,X,X,X,X,X,NA,NA,NA,NA,NA,2007,6,1,0,0,#N/A
Axel Oberwelland,Axel Oberwelland,429,Germany,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Consumer
Axel Stawski,Axel Stawski,,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Aydin Dogan,Aydin Dogan,,Turkey,X,X,NA,X,X,X,X,X,X,NA,NA,2007,8,2,1,1,Media
Ayman Asfari,Ayman Asfari,,United Kingdom,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,Energy
Ayman Hariri,Ayman Hariri,,Saudi Arabia,X,X,X,X,X,X,X,X,X,X,NA,2007,10,1,0,0,Constrution
Azad Moopen,Azad Moopen,,India,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Azim Premji,Azim Premji,430,India,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Technology-Computer
Aziz Akhannouch,Aziz Akhannouch,,Morocco,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Energy
B Thomas Golisano,B Thomas Golisano,,United States,X,X,X,X,NA,NA,NA,NA,NA,NA,NA,2007,4,1,0,0,#N/A
B. Wayne Hughes,B. Wayne Hughes,266,United States,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,"Retail, Restaurant"
"B. Wayne Hughes, Jr.","B. Wayne Hughes, Jr.",,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
B.R. Shetty,B.R. Shetty,431,India,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Technology-Medical
Baba Kalyani,Baba Kalyani,432,India,X,X,NA,X,X,NA,X,X,X,X,X,2007,9,2,2,1,Other
Bacaksiz Sezai,Bacaksiz Sezai,,Turkey,NA,NA,NA,NA,X,X,X,NA,NA,NA,NA,2011,3,1,0,0,#N/A
Bachtiar Karim,Bachtiar Karim,,Indonesia,NA,NA,NA,NA,NA,NA,NA,X,X,X,NA,2014,3,1,0,0,Non-consumer industrial
Bahaa Hariri,Bahaa Hariri,433,Switzerland,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Real Estate
Bajaj brothers,Bajaj brothers,434,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Bakhytbek Baiseitov,Bakhytbek Baiseitov,,Kazakhstan,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,1,0,0,#N/A
Balkrishan Goenka,Balkrishan Goenka,,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Bang Jun-Hyuk,Bang Jun-Hyuk,,South Korea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Bao Hongxing,Bao Hongxing,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Barbara Carlson Gage,Barbara Carlson Gage,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,Real Estate
Barbara Carlson Gage,Barbara Carlson Gage,,United States,X,X,X,X,X,X,X,X,X,NA,NA,2007,9,1,0,0,Real Estate
Barbara Cox Anthony,Barbara Cox Anthony,,United States,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,Media
Barbara Hall Marshall,Barbara Hall Marshall,,United States,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,#N/A
Barbara Piasecka Johnson,Barbara Piasecka Johnson,,United States,X,X,X,X,X,X,X,NA,NA,NA,NA,2007,7,1,0,0,Technology-Medical
Barry Diller,Barry Diller,265,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Technology-Computer
Barry Lam,Barry Lam,435,Taiwan,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Technology-Computer
Barry Rosenstein,Barry Rosenstein,,United States,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,#N/A
Bassam Alghanim,Bassam Alghanim,,Kuwait,X,X,X,NA,X,X,X,X,X,NA,X,2007,9,2,2,1,Diversified financial
Bautista Soler,Bautista Soler,,Spain,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,#N/A
Beate Heister & Karl Albrecht Jr.,Beate Heister & Karl Albrecht Jr.,436,Germany,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Beda Diethelm,Beda Diethelm,,Switzerland,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,X,2015,2,1,1,1,#N/A
Begumhan Dogan Faralyali,Begumhan Dogan Faralyali,,Turkey,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,#N/A
Belmiro de Azevedo,Belmiro de Azevedo,,Portugal,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,"Retail, Restaurant"
Ben Silbermann,Ben Silbermann,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Benedicta Chamberlain,Benedicta Chamberlain,,United Kingdom,NA,NA,NA,NA,NA,NA,NA,X,X,NA,NA,2014,2,1,0,0,Consumer
Benjamin de Rothschild,Benjamin de Rothschild,,Switzerland,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Money Management
Bennett Dorrance,Bennett Dorrance,221,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Consumer
Benny Steinmetz,Benny Steinmetz,,Israel,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,#N/A
Benny Subianto,Benny Subianto,,Indonesia,NA,NA,NA,NA,X,NA,X,NA,X,NA,NA,2011,3,3,2,1,#N/A
Bent Jensen,Bent Jensen,,Denmark,NA,NA,NA,NA,NA,NA,X,X,NA,NA,NA,2013,2,1,0,0,Technology-Computer
Benu Gopal Bangur,Benu Gopal Bangur,437,India,NA,NA,NA,X,NA,X,X,X,X,X,X,2010,7,1,1,1,Constrution
Beny Steinmetz,Beny Steinmetz,,Israel,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,Mining and metals
Bergit Douglas,Bergit Douglas,438,Germany,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Consumer
Bernard (Barry) Sherman,Bernard (Barry) Sherman,439,Canada,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Technology-Medical
Bernard Arnault,Bernard Arnault,440,France,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Consumer
Bernard Broermann,Bernard Broermann,441,Germany,NA,NA,X,X,X,X,X,X,X,X,X,2009,9,0,0,0,Technology-Medical
Bernard Ecclestone & family,Bernard Ecclestone,442,United Kingdom,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Other
Bernard Fraisse,Bernard Fraisse,443,France,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Bernard Lewis,Bernard Lewis,444,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Bernard Marcus,Bernard Marcus,155,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,"Retail, Restaurant"
Bernard Saul,"Bernard Saul, II.",200,United States,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,Money Management
Bernardo Caprotti,Bernardo Caprotti,,Italy,NA,NA,NA,NA,NA,NA,NA,NA,X,X,NA,2015,2,1,0,0,#N/A
Bernardo Matte,Bernardo Matte,445,Chile,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Consumer
Bernd Freier,Bernd Freier,,Germany,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,"Retail, Restaurant"
Bernhard Braun-Luedicke,Bernhard Braun-Luedicke,,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Berthold & Theo Jr. Albrecht,Berthold & Theo Jr. Albrecht,,Germany,X,X,X,X,X,X,NA,NA,NA,NA,NA,2007,6,1,0,0,#N/A
Bertil Hult,Bertil Hult,446,Sweden,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,Other
Bhadresh Shah,Bhadresh Shah,,India,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,X,2015,2,1,1,1,#N/A
Bharat & Neerja Sethi Desai,Bharat & Neerja Sethi Desai,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,2016,1,1,0,0,#N/A
Bharat Desai,Bharat Desai,,United States,NA,X,X,X,X,X,X,X,X,NA,X,2008,9,1,1,1,"Retail, Restaurant"
Bhupendra Kumar Modi,Bhupendra Kumar Modi,,India,NA,NA,NA,NA,X,X,NA,NA,NA,NA,NA,2011,2,1,0,0,#N/A
Bidzina Ivanishvili,Bidzina Ivanishvili,447,Georgia,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,Diversified financial
Bill Adderley,Bill Adderley,,United Kingdom,NA,NA,NA,NA,NA,NA,NA,X,X,NA,NA,2014,2,1,0,0,Consumer
Bill Alfond,Bill Alfond,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Bill Gates,Bill Gates,2,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Technology-Computer
Bill Gross,Bill Gross,298,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Diversified financial
Bill Haslam,Bill Haslam,286,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Bill Marriott Jr,Bill Marriott Jr,,United States,NA,NA,NA,NA,NA,X,X,X,NA,NA,NA,2012,3,1,0,0,#N/A
"Billy Joe ""Red"" McCombs","Billy Joe ""Red"" McCombs",,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,#N/A
Billy Kan,Billy Kan,,Hong Kong,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Binny Bansal,Binny Bansal,,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,2016,1,1,0,0,#N/A
Binod Chaudhary,Binod Chaudhary,,Nepal,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Diversified financial
Birgit Rausing,Birgit Rausing,,Sweden,X,X,X,X,X,X,NA,NA,NA,NA,NA,2007,6,1,0,0,#N/A
Bjorgolfur Gudmundsson,Bjorgolfur Gudmundsson,,Iceland,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,#N/A
Bjorgolfur Thor Bjorgolfsson,Bjorgolfur Thor Bjorgolfsson,,Iceland,X,X,X,NA,NA,NA,NA,NA,NA,NA,NA,2007,3,1,0,0,#N/A
Blair Parry-Okedon,Blair Parry-Okeden,39,United States,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,Media
Blairo Maggi,Blairo Maggi,,Brazil,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,#N/A
Bo Shijiu,Bo Shijiu,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Bob Ell,Bob Ell,,Australia,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Bob Parsons,Bob Parsons,302,United States,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,Technology-Computer
Bobby Murphy,Bobby Murphy,157,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Boguslaw Cupial,Boguslaw Cupial,,Poland,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,#N/A
Boris Berezovsky,Boris Berezovsky,,Russia,X,X,X,NA,NA,NA,NA,NA,NA,NA,NA,2007,3,1,0,0,#N/A
Boris Ivanishvili,Boris Ivanishvili,,Russia,X,X,X,X,X,NA,NA,NA,NA,NA,NA,2007,5,1,0,0,#N/A
Boris Mints,Boris Mints,,Russia,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Real Estate
Boris Rotenberg,Boris Rotenberg,,Russia,NA,NA,NA,NA,NA,NA,X,X,NA,X,X,2013,4,1,1,1,Constrution
Brad Kelley,Brad Kelley,340,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Consumer
Bradley Hughes,Bradley Hughes,,United States,X,X,X,X,X,X,NA,NA,NA,NA,NA,2007,6,1,0,0,"Retail, Restaurant"
Brandt Louie,Brandt Louie,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Brian Acton,Brian Acton,93,United States,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Technology-Computer
Brian Chesky,Brian Chesky,174,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Brian Higgins,Brian Higgins,,United States,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Hedge funds
Brian Roberts,Brian Roberts,,United States,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Media
Brian Sheth,Brian Sheth,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Brij Bhushan Singal,Brij Bhushan Singal,,India,NA,NA,NA,NA,X,X,X,X,NA,NA,NA,2011,4,1,0,0,Non-consumer industrial
Brijmohan Lall Munjal,Brijmohan Lall Munjal,,India,NA,NA,NA,NA,X,X,X,X,X,NA,NA,2011,5,1,0,0,Consumer
Bruce Cheng,Bruce Cheng,,Taiwan,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Technology-Computer
Bruce Flatt,Bruce Flatt,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Bruce Gordon,Bruce Gordon,,Australia,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,#N/A
Bruce Halle,Bruce Halle,77,United States,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,Consumer
Bruce Karsh,Bruce Karsh,364,United States,NA,X,NA,NA,X,X,X,X,X,X,X,2008,8,1,1,2,Private equity/leveraged buyout
Bruce Kovner,Bruce Kovner,97,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Hedge funds
Bruce Nordstrom,Bruce Nordstrom,,United States,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,"Retail, Restaurant"
Bruce Wasserstein,Bruce Wasserstein,,United States,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,1,0,0,#N/A
Brunello Cucinelli,Brunello Cucinelli,,Italy,NA,NA,NA,NA,NA,NA,NA,X,X,NA,X,2014,3,1,1,1,Consumer
Bruno Schroder & family,Bruno Schroder,448,United Kingdom,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Money Management
Bruno Steinhoff,Bruno Steinhoff,,Germany,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Bryan Sheffield,Bryan Sheffield,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Bubba Cathy,Bubba Cathy,172,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Bulat Utemuratov,Bulat Utemuratov,449,Kazakhstan,NA,X,NA,NA,NA,X,X,X,X,X,X,2008,7,1,1,3,Mining and metals
Bulent Eczacibasi,Bulent Eczacibasi,,Turkey,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,Technology-Medical
C. Dean Metropoulos,C. Dean Metropoulos,320,United States,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,Diversified financial
C. James Koch,C. James Koch,,United States,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,Consumer
C.F. Chan,C.F. Chan,,Hong Kong,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,2016,1,1,0,0,#N/A
Cai Dongqing,Cai Dongqing,,China,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Technology-Computer
Cai Kui,Cai Kui,450,China,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Real Estate
Cai Wensheng,Cai Wensheng,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Cai Xiaoru,Cai Xiaoru,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,2016,1,1,0,0,#N/A
Cameron Mackintosh,Cameron Mackintosh,,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,2016,1,1,0,0,#N/A
Cao Dewang,Cao Dewang,,China,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,#N/A
Cao Kejian,Cao Kejian,,China,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Non-consumer industrial
Cao Longxiang,Cao Longxiang,451,China,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Caprotti Bernardo,Caprotti Bernardo,,Italy,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,"Retail, Restaurant"
Cargill MacMillan,Cargill MacMillan,,United States,X,X,X,X,X,NA,NA,NA,X,X,X,2007,8,1,1,3,#N/A
"Cargill MacMillan, III.","Cargill MacMillan, III.",,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,#N/A
Carl Bennet,Carl Bennet,452,Sweden,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Diversified financial
Carl Berg,Carl Berg,,United States,X,X,X,X,X,X,X,NA,NA,NA,NA,2007,7,1,0,0,Real Estate
Carl Cook,Carl Cook,69,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Carl Douglas,Carl Douglas,,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Carl Ferdinand Oetker,Carl Ferdinand Oetker,,Germany,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Consumer
Carl Icahn,Carl Icahn,28,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Private equity/leveraged buyout
Carl Lindner Jr,Carl Lindner Jr,,United States,X,X,X,X,NA,NA,NA,NA,NA,NA,NA,2007,4,1,0,0,0
Carl Pohlad,Carl Pohlad,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,Money Management
Carlo Benetton,Carlo Benetton,453,Italy,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Consumer
Carlo Fidani,Carlo Fidani,454,Canada,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,Real Estate
Carlos Alberto Sicupira,Carlos Alberto Sicupira,455,Brazil,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Consumer
Carlos and Alejandro Bulgheroni,Carlos and Alejandro Bulgheroni,,Argentina,NA,NA,NA,NA,X,X,X,X,X,X,NA,2011,6,1,0,0,Energy
Carlos Ardila Lulle,Carlos Ardila Lülle,456,Colombia,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,#N/A
Carlos Francisco Ribeiro Jereissati,Carlos Francisco Ribeiro Jereissati,,Brazil,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,Real Estate
Carlos Hank Rhon,Carlos Hank Rhon,,Mexico,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,Money Management
Carlos Martins,Carlos Martins,,Brazil,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,Other
Carlos Rodriguez-Pastor,Carlos Rodriguez-Pastor,457,Peru,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,Money Management
Carlos Sanchez,Carlos Sanchez,,Brazil,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Carlos Slim Helu & family,Carlos Slim Helu,458,Mexico,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,Media
Carol Jenkins Barnett,Carol Jenkins Barnett,,United States,NA,X,NA,NA,NA,NA,X,X,X,X,X,2008,6,1,1,4,"Retail, Restaurant"
Caroline Hagen Kjos,Caroline Hagen Kjos,459,Norway,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
"Carolus Nolet, Sr.","Carolus Nolet, Sr.",460,Netherlands,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Carrie Perrodo & family,Carrie Perrodo,461,France,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Other
Catherine Lozick,Catherine Lozick,,United States,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Non-consumer industrial
Cesar Mata Pires,Cesar Mata Pires,,Brazil,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,Constrution
Cha Yong-Keu,Cha Yong-Keu,,South Korea,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,#N/A
Chairul Tanjung,Chairul Tanjung,462,Indonesia,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,Diversified financial
Chaleo Yoovidhya,Chaleo Yoovidhya,,Thailand,X,X,X,X,X,X,NA,NA,NA,NA,NA,2007,6,1,0,0,#N/A
Chan Laiwa & family,Chan Laiwa,463,China,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,Real Estate
Chan Tan Ching-fen,Chan Tan Ching-fen,464,Hong Kong,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Chanchai Ruayrungruang,Chanchai Ruayrungruang,465,China,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,Consumer
Chandru Raheja,Chandru Raheja,466,India,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,Real Estate
Chang Pyung-Soon,Chang Pyung-Soon,,South Korea,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Other
Chang Yun Chung,Chang Yun Chung,,Singapore,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Chang Yung Fa,Chang Yung Fa,,Taiwan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,Other
Chang Yung Fa,Chang Yung Fa,,Taiwan,NA,NA,NA,X,X,X,X,X,X,NA,NA,2010,6,1,0,0,Other
Chao Teng-Hsiung,Chao Teng-Hsiung,,Taiwan,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,Real Estate
